id_municipio,rede,meta_alfabetizacao_2025,meta_alfabetizacao_2026,meta_alfabetizacao_2027,meta_alfabetizacao_2028,meta_alfabetizacao_2029,meta_alfabetizacao_2030,taxa_observada_2023,taxa_observada_2024,participacao_2023,participacao_2024,possui_historico_2023,ganho_observado_2023_2024_pp,gap_atual_meta_2025_pp,ganho_anual_requerido_2025_pp,cenario_tendencia_bruto_2025,cenario_tendencia_2025,deficit_trajetoria_2025_pp,gap_cenario_limitado_2025_pp,flag_risco_nao_atingir_2025,gap_atual_meta_2026_pp,ganho_anual_requerido_2026_pp,cenario_tendencia_bruto_2026,cenario_tendencia_2026,deficit_trajetoria_2026_pp,gap_cenario_limitado_2026_pp,flag_risco_nao_atingir_2026,gap_atual_meta_2027_pp,ganho_anual_requerido_2027_pp,cenario_tendencia_bruto_2027,cenario_tendencia_2027,deficit_trajetoria_2027_pp,gap_cenario_limitado_2027_pp,flag_risco_nao_atingir_2027,gap_atual_meta_2028_pp,ganho_anual_requerido_2028_pp,cenario_tendencia_bruto_2028,cenario_tendencia_2028,deficit_trajetoria_2028_pp,gap_cenario_limitado_2028_pp,flag_risco_nao_atingir_2028,gap_atual_meta_2029_pp,ganho_anual_requerido_2029_pp,cenario_tendencia_bruto_2029,cenario_tendencia_2029,deficit_trajetoria_2029_pp,gap_cenario_limitado_2029_pp,flag_risco_nao_atingir_2029,gap_atual_meta_2030_pp,ganho_anual_requerido_2030_pp,cenario_tendencia_bruto_2030,cenario_tendencia_2030,deficit_trajetoria_2030_pp,gap_cenario_limitado_2030_pp,flag_risco_nao_atingir_2030,meta_2025_ja_atingida_em_2024,status_meta_2025,rank_risco_meta_2025,rank_gap_atual_2025,municipio,sigla_uf,regiao,cluster_id,cluster_nome
2805901,Municipal,25.46,35.84,47.75,59.92,70.98,80,11.3,31.48,94.64,98.92,True,20.18,-6.02,0.0,51.66,51.66,-26.199999999999996,-26.199999999999996,False,4.360000000000003,2.1800000000000015,71.84,71.84,-36.0,-36.0,False,16.27,5.423333333333333,92.02,92.02,-44.269999999999996,-44.269999999999996,False,28.44,7.11,112.2,100.0,-52.28,-40.08,False,39.5,7.9,132.38,100.0,-61.39999999999999,-29.019999999999996,False,48.519999999999996,8.086666666666666,152.56,100.0,-72.56,-20.0,False,True,META_ATINGIDA_TRAJETORIA_SUSTENTA,,,Riachuelo,SE,Nordeste,2,"Rural, menor renda e maior presenca da administracao publica"
1703073,Municipal,26.26,36.62,48.38,60.32,71.15,80,11.9,18.26,87.36,94.74,True,6.360000000000001,8.0,8.0,24.620000000000005,24.620000000000005,1.639999999999997,1.639999999999997,True,18.359999999999996,9.179999999999998,30.980000000000004,30.980000000000004,5.6399999999999935,5.6399999999999935,True,30.12,10.040000000000001,37.34,37.34,11.04,11.04,True,42.06,10.515,43.7,43.7,16.619999999999997,16.619999999999997,True,52.89,10.578,50.06,50.06,21.090000000000003,21.090000000000003,True,61.739999999999995,10.29,56.420000000000016,56.420000000000016,23.579999999999984,23.579999999999984,True,False,ABAIXO_META_EM_RISCO,2382,1783,Barra do Ouro,TO,Norte,1,Pequeno porte agropecuario com maior infraestrutura educacional
1707702,Municipal,26.3,36.65,48.41,60.34,71.16,80,12.0,12.63,91.21,84.62,True,0.6300000000000008,13.67,13.67,13.260000000000002,13.260000000000002,13.04,13.04,True,24.019999999999996,12.009999999999998,13.890000000000002,13.890000000000002,22.759999999999998,22.759999999999998,True,35.779999999999994,11.926666666666664,14.520000000000003,14.520000000000003,33.88999999999999,33.88999999999999,True,47.71,11.9275,15.150000000000004,15.150000000000004,45.19,45.19,True,58.529999999999994,11.706,15.780000000000005,15.780000000000005,55.379999999999995,55.379999999999995,True,67.37,11.228333333333333,16.410000000000004,16.410000000000004,63.589999999999996,63.589999999999996,True,False,ABAIXO_META_EM_RISCO,1521,1070,Filadélfia,TO,Norte,2,"Rural, menor renda e maior presenca da administracao publica"
2514602,Municipal,26.33,36.68,48.43,60.35,71.16,80,12.0,29.62,90.0,91.18,True,17.62,-3.2900000000000027,0.0,47.24,47.24,-20.910000000000004,-20.910000000000004,False,7.059999999999999,3.5299999999999994,64.86,64.86,-28.18,-28.18,False,18.81,6.27,82.48,82.48,-34.050000000000004,-34.050000000000004,False,30.73,7.6825,100.10000000000001,100.0,-39.75000000000001,-39.65,False,41.53999999999999,8.307999999999998,117.72000000000001,100.0,-46.56000000000002,-28.840000000000003,False,50.379999999999995,8.396666666666667,135.34,100.0,-55.34,-20.0,False,True,META_ATINGIDA_TRAJETORIA_SUSTENTA,,,São José do Bonfim,PB,Nordeste,2,"Rural, menor renda e maior presenca da administracao publica"
1709005,Municipal,27.07,37.38,48.99,60.71,71.32,80,12.5,38.49,88.07,77.44,True,25.990000000000002,-11.420000000000002,0.0,64.48,64.48,-37.410000000000004,-37.410000000000004,False,-1.1099999999999994,0.0,90.47,90.47,-53.089999999999996,-53.089999999999996,False,10.5,3.5,116.46000000000001,100.0,-67.47,-51.01,False,22.22,5.555,142.45000000000002,100.0,-81.74000000000001,-39.29,False,32.82999999999999,6.565999999999998,168.44000000000003,100.0,-97.12000000000003,-28.680000000000007,False,41.51,6.918333333333333,194.43,100.0,-114.43,-20.0,False,True,META_ATINGIDA_TRAJETORIA_SUSTENTA,,,Goiatins,TO,Norte,2,"Rural, menor renda e maior presenca da administracao publica"
5004809,Municipal,27.25,37.56,49.13,60.8,71.35,80,12.7,41.76,81.61,86.92,True,29.06,-14.509999999999998,0.0,70.82,70.82,-43.56999999999999,-43.56999999999999,False,-4.199999999999996,0.0,99.88,99.88,-62.31999999999999,-62.31999999999999,False,7.3700000000000045,2.4566666666666683,128.94,100.0,-79.81,-50.87,False,19.04,4.76,158.0,100.0,-97.2,-39.2,False,29.589999999999996,5.917999999999999,187.05999999999997,100.0,-115.70999999999998,-28.650000000000006,False,38.24,6.373333333333334,216.11999999999998,100.0,-136.11999999999998,-20.0,False,True,META_ATINGIDA_TRAJETORIA_SUSTENTA,,,Japorã,MS,Centro-Oeste,1,Pequeno porte agropecuario com maior infraestrutura educacional
2205599,Municipal,27.27,37.58,49.15,60.81,71.36,80,12.7,62.96,93.94,96.43,True,50.260000000000005,-35.69,0.0,113.22,100.0,-85.95,-72.73,False,-25.380000000000003,0.0,163.48000000000002,100.0,-125.90000000000002,-62.42,False,-13.810000000000002,0.0,213.74000000000004,100.0,-164.59000000000003,-50.85,False,-2.1499999999999986,0.0,264.0,100.0,-203.19,-39.19,False,8.399999999999999,1.6799999999999997,314.26,100.0,-242.89999999999998,-28.64,False,17.04,2.84,364.52000000000004,100.0,-284.52000000000004,-20.0,False,True,META_ATINGIDA_TRAJETORIA_SUSTENTA,,,Lagoa do Sítio,PI,Nordeste,2,"Rural, menor renda e maior presenca da administracao publica"
2101939,Municipal,27.45,37.75,49.28,60.9,71.4,80,12.8,87.88,96.55,100.0,True,75.08,-60.42999999999999,0.0,162.95999999999998,100.0,-135.51,-72.55,False,-50.129999999999995,0.0,238.04,100.0,-200.29,-62.25,False,-38.599999999999994,0.0,313.12,100.0,-263.84000000000003,-50.72,False,-26.979999999999997,0.0,388.2,100.0,-327.3,-39.1,False,-16.47999999999999,0.0,463.28,100.0,-391.88,-28.599999999999994,False,-7.8799999999999955,0.0,538.36,100.0,-458.36,-20.0,False,True,META_ATINGIDA_TRAJETORIA_SUSTENTA,,,Bernardo do Mearim,MA,Nordeste,2,"Rural, menor renda e maior presenca da administracao publica"
2111250,Municipal,27.58,37.87,49.38,60.96,71.42,80,12.9,56.16,98.44,100.0,True,43.26,-28.58,0.0,99.41999999999999,99.41999999999999,-71.83999999999999,-71.83999999999999,False,-18.29,0.0,142.68,100.0,-104.81,-62.13,False,-6.779999999999994,0.0,185.94,100.0,-136.56,-50.62,False,4.800000000000004,1.200000000000001,229.2,100.0,-168.23999999999998,-39.04,False,15.260000000000005,3.052000000000001,272.46,100.0,-201.03999999999996,-28.58,False,23.840000000000003,3.973333333333334,315.72,100.0,-235.72000000000003,-20.0,False,True,META_ATINGIDA_TRAJETORIA_SUSTENTA,,,São José dos Basílios,MA,Nordeste,2,"Rural, menor renda e maior presenca da administracao publica"
1301506,Municipal,27.7,37.99,49.47,61.02,71.45,80,,19.3,,74.59,False,,8.399999999999999,8.399999999999999,,,,,,18.69,9.345,,,,,,30.169999999999998,10.056666666666667,,,,,,41.72,10.43,,,,,,52.150000000000006,10.430000000000001,,,,,,60.7,10.116666666666667,,,,,,False,SEM_HISTORICO_2023,,1718,Envira,AM,Norte,2,"Rural, menor renda e maior presenca da administracao publica"
