id_municipio,sigla_uf,regiao,cluster_k2,cluster_k3,cluster_k4,cluster_k5,cluster_k6,cluster_k7,cluster_k8,cluster_k9,cluster_k10
3146008,MG,Sudeste,0,0,0,1,0,3,0,4,8
3146107,MG,Sudeste,0,0,0,1,0,2,6,6,1
3146206,MG,Sudeste,1,2,3,0,2,6,5,7,3
3146255,MG,Sudeste,1,2,3,0,2,6,5,7,0
3146305,MG,Sudeste,1,2,3,0,2,6,5,7,0
3146404,MG,Sudeste,0,1,2,4,4,1,0,5,7
3146503,MG,Sudeste,0,0,0,1,0,2,6,6,1
3146552,MG,Sudeste,1,1,3,0,2,6,5,7,0
3146602,MG,Sudeste,0,1,2,0,2,6,5,2,0
3146701,MG,Sudeste,1,1,3,0,2,6,5,7,0
3146750,MG,Sudeste,0,1,2,4,4,1,0,7,0
3146909,MG,Sudeste,0,1,2,4,4,1,0,5,7
3147006,MG,Sudeste,0,0,0,1,0,3,6,6,1
3147105,MG,Sudeste,0,0,0,1,0,3,4,1,4
3147204,MG,Sudeste,0,0,0,1,0,3,0,4,8
3147303,MG,Sudeste,0,0,0,4,4,1,0,4,8
3147402,MG,Sudeste,0,0,0,1,0,3,0,4,8
3147501,MG,Sudeste,1,2,3,0,2,6,5,7,0
3147600,MG,Sudeste,0,0,0,1,0,2,6,4,8
3147709,MG,Sudeste,0,0,0,1,0,2,6,6,1
3147808,MG,Sudeste,0,1,2,4,4,1,3,2,2
3147907,MG,Sudeste,0,0,0,1,0,3,4,1,4
3147956,MG,Sudeste,1,2,3,0,2,6,5,7,0
3148004,MG,Sudeste,0,0,0,1,0,3,4,1,4
3148103,MG,Sudeste,0,0,0,1,0,3,4,1,8
3148202,MG,Sudeste,0,1,2,4,2,6,0,4,0
3148301,MG,Sudeste,0,1,2,4,4,1,0,2,0
3148400,MG,Sudeste,1,1,3,0,2,6,5,7,0
3148509,MG,Sudeste,1,2,3,0,2,6,5,7,0
3148608,MG,Sudeste,1,1,3,0,2,6,5,7,0
3148707,MG,Sudeste,1,2,1,0,2,6,5,7,0
3148756,MG,Sudeste,1,1,3,0,2,6,5,7,0
3148806,MG,Sudeste,0,1,2,4,4,1,3,2,2
3148905,MG,Sudeste,0,1,2,2,3,4,1,2,2
3149002,MG,Sudeste,0,1,2,4,4,1,0,2,0
3149101,MG,Sudeste,1,2,1,3,2,6,5,7,3
3149150,MG,Sudeste,1,2,3,0,2,6,5,7,3
3149200,MG,Sudeste,0,1,2,4,4,1,3,5,7
3149309,MG,Sudeste,0,0,0,1,0,3,4,1,8
3149408,MG,Sudeste,0,1,2,4,4,1,0,5,0
3149507,MG,Sudeste,0,1,2,4,4,1,0,2,0
3149606,MG,Sudeste,0,1,2,2,3,4,0,2,0
3149705,MG,Sudeste,0,0,0,1,0,2,0,4,8
3149804,MG,Sudeste,0,1,2,2,3,4,1,3,6
3149903,MG,Sudeste,0,0,0,1,0,2,6,4,8
3149952,MG,Sudeste,0,1,2,4,4,1,0,4,0
3150000,MG,Sudeste,1,1,3,0,2,6,5,7,0
3150109,MG,Sudeste,0,1,2,4,4,1,0,5,7
3150158,MG,Sudeste,1,2,3,0,2,6,5,7,0
3150208,MG,Sudeste,0,1,2,4,4,1,0,5,0
3150307,MG,Sudeste,0,1,2,4,4,1,3,2,7
3150406,MG,Sudeste,0,1,3,2,2,6,5,2,2
3150505,MG,Sudeste,0,1,2,4,4,1,0,5,2
3150539,MG,Sudeste,0,1,2,4,4,1,0,5,0
3150570,MG,Sudeste,1,2,3,0,5,0,7,8,0
3150604,MG,Sudeste,0,0,0,1,0,2,6,6,1
3150703,MG,Sudeste,0,0,0,4,4,2,6,6,1
3150802,MG,Sudeste,0,1,3,0,2,6,5,7,0
3150901,MG,Sudeste,1,2,3,0,2,6,5,7,0
3151008,MG,Sudeste,0,1,2,4,4,1,0,4,8
3151107,MG,Sudeste,0,0,0,1,0,2,6,6,1
3151206,MG,Sudeste,0,0,0,1,0,2,6,6,1
3151305,MG,Sudeste,0,1,2,4,4,1,0,4,8
3151404,MG,Sudeste,0,0,0,1,0,3,0,4,8
3151503,MG,Sudeste,0,0,0,1,0,3,4,4,8
3151602,MG,Sudeste,0,0,0,1,0,2,6,6,1
3151701,MG,Sudeste,0,1,2,2,3,4,1,4,8
3151800,MG,Sudeste,0,0,0,1,0,3,4,1,4
3151909,MG,Sudeste,1,2,3,0,2,6,5,7,0
3152006,MG,Sudeste,0,0,0,1,0,3,0,4,8
3152105,MG,Sudeste,0,0,0,1,0,3,4,4,8
3152131,MG,Sudeste,1,2,3,0,2,6,5,7,0
3152170,MG,Sudeste,1,2,3,0,2,6,5,7,3
3152204,MG,Sudeste,1,2,1,3,2,6,0,4,0
3152303,MG,Sudeste,0,1,2,4,4,1,0,4,0
3152402,MG,Sudeste,1,2,3,0,2,6,5,7,0
3152501,MG,Sudeste,0,0,0,1,0,3,4,1,4
3152600,MG,Sudeste,0,1,2,4,4,2,6,6,1
3152709,MG,Sudeste,0,1,2,2,3,2,6,4,8
3152808,MG,Sudeste,0,0,0,2,3,4,1,3,6
3152907,MG,Sudeste,0,1,2,4,4,1,0,5,7
3153004,MG,Sudeste,0,1,2,2,3,4,3,2,2
3153103,MG,Sudeste,1,2,3,0,2,6,5,7,3
3153202,MG,Sudeste,0,1,2,4,4,1,0,5,0
3153301,MG,Sudeste,0,1,3,0,5,0,0,8,0
3153400,MG,Sudeste,0,1,2,2,3,4,1,3,6
3153509,MG,Sudeste,1,2,1,3,1,5,1,3,6
3153608,MG,Sudeste,0,0,0,4,4,1,0,4,8
3153707,MG,Sudeste,0,1,2,4,3,1,3,2,2
3153806,MG,Sudeste,0,1,2,4,4,1,3,2,2
3153905,MG,Sudeste,0,0,0,1,0,2,6,4,8
3154002,MG,Sudeste,0,0,0,4,4,3,0,4,8
3154101,MG,Sudeste,0,1,2,4,4,1,0,5,0
3154150,MG,Sudeste,0,1,3,0,2,6,5,7,0
3154200,MG,Sudeste,1,2,3,0,2,6,5,7,0
3154309,MG,Sudeste,0,1,2,0,2,6,5,4,0
3154408,MG,Sudeste,0,0,0,1,0,2,6,6,1
3154457,MG,Sudeste,0,1,2,2,3,4,1,2,2
3154507,MG,Sudeste,0,0,0,1,0,2,6,6,1
3154606,MG,Sudeste,0,0,0,1,0,3,4,1,4
3154705,MG,Sudeste,0,1,3,2,2,6,5,7,0
3154804,MG,Sudeste,0,0,0,1,0,2,6,4,8
3154903,MG,Sudeste,1,2,3,0,2,6,5,7,0
3155009,MG,Sudeste,0,1,2,4,4,1,0,5,7
3155108,MG,Sudeste,1,2,3,0,2,6,5,7,0
3155207,MG,Sudeste,0,1,2,4,4,1,0,5,7
3155306,MG,Sudeste,0,1,2,4,4,1,0,5,7
3155405,MG,Sudeste,0,1,2,4,4,1,0,4,0
3155504,MG,Sudeste,0,1,2,2,3,4,1,3,6
3155603,MG,Sudeste,1,2,1,3,1,5,2,0,5
3155702,MG,Sudeste,0,0,0,1,0,2,6,6,1
3155801,MG,Sudeste,0,0,0,1,0,3,0,4,8
3155900,MG,Sudeste,1,1,3,0,2,6,5,7,0
3156007,MG,Sudeste,1,2,3,0,2,6,5,7,3
3156106,MG,Sudeste,0,1,2,2,2,6,5,7,0
3156205,MG,Sudeste,0,0,0,4,4,2,6,6,1
3156304,MG,Sudeste,0,0,0,1,0,2,6,6,1
3156403,MG,Sudeste,0,1,2,2,3,4,3,2,2
3156452,MG,Sudeste,1,2,3,0,2,6,5,7,0
3156502,MG,Sudeste,1,2,3,0,2,6,5,7,3
3156601,MG,Sudeste,1,2,3,0,2,6,5,7,0
3156700,MG,Sudeste,0,0,0,1,0,3,4,1,4
3156809,MG,Sudeste,0,1,2,0,2,6,5,7,0
3156908,MG,Sudeste,0,0,0,1,0,4,6,4,8
3157005,MG,Sudeste,0,0,0,1,0,3,4,4,8
3157104,MG,Sudeste,1,2,3,0,5,0,7,8,0
3157203,MG,Sudeste,0,0,0,1,0,2,6,6,1
3157252,MG,Sudeste,1,2,3,0,2,6,5,7,0
3157278,MG,Sudeste,0,1,2,2,3,4,5,2,2
3157302,MG,Sudeste,0,1,2,4,4,1,0,5,0
3157336,MG,Sudeste,0,1,2,4,4,1,0,4,0
3157377,MG,Sudeste,1,2,3,0,2,6,5,7,3
3157401,MG,Sudeste,0,1,2,4,4,1,0,5,0
3157500,MG,Sudeste,1,2,3,0,2,6,5,7,3
3157609,MG,Sudeste,0,1,3,0,2,6,5,7,0
3157658,MG,Sudeste,1,2,3,0,2,6,5,7,0
3157708,MG,Sudeste,0,0,0,1,0,4,1,4,8
3157807,MG,Sudeste,0,0,0,1,0,3,4,1,4
3157906,MG,Sudeste,1,2,1,3,1,5,2,3,6
3158003,MG,Sudeste,0,0,1,3,1,3,0,4,8
3158102,MG,Sudeste,0,1,3,4,2,6,5,7,0
3158201,MG,Sudeste,1,1,3,0,2,6,5,7,0
3158300,MG,Sudeste,0,1,2,4,4,1,0,5,7
3158409,MG,Sudeste,0,1,2,4,4,1,0,5,7
3158508,MG,Sudeste,1,2,3,0,2,6,5,7,3
3158607,MG,Sudeste,0,1,2,4,4,1,0,7,0
3158706,MG,Sudeste,0,1,2,4,4,1,0,5,7
3158805,MG,Sudeste,0,1,2,4,4,1,0,5,7
3158904,MG,Sudeste,1,2,3,0,2,6,5,7,3
3158953,MG,Sudeste,0,0,0,1,0,3,4,4,8
3159001,MG,Sudeste,0,1,2,4,4,1,0,4,0
3159100,MG,Sudeste,0,1,3,0,2,6,5,7,0
3159209,MG,Sudeste,0,1,2,2,3,4,3,2,2
3159308,MG,Sudeste,0,1,2,4,2,6,0,7,0
3159357,MG,Sudeste,0,1,2,4,4,1,0,4,8
3159407,MG,Sudeste,1,2,1,3,2,6,5,7,3
3159506,MG,Sudeste,1,2,1,3,1,5,1,3,6
3159605,MG,Sudeste,0,0,0,1,0,2,6,6,8
3159704,MG,Sudeste,0,1,3,2,3,4,5,2,2
3159803,MG,Sudeste,0,1,2,4,4,1,0,4,8
3159902,MG,Sudeste,0,1,2,4,4,1,0,4,8
3160009,MG,Sudeste,0,1,2,4,4,1,3,5,7
3160108,MG,Sudeste,0,1,2,4,4,1,0,5,7
3160207,MG,Sudeste,1,1,3,0,2,6,5,7,0
3160306,MG,Sudeste,1,2,1,3,1,5,2,0,5
3160405,MG,Sudeste,0,0,2,2,3,4,1,3,6
3160454,MG,Sudeste,1,2,3,0,2,6,5,7,0
3160504,MG,Sudeste,0,1,3,0,2,6,5,7,0
3160603,MG,Sudeste,1,1,3,0,2,6,5,7,0
3160702,MG,Sudeste,0,0,0,1,0,3,4,4,8
3160801,MG,Sudeste,0,1,2,4,4,1,0,5,7
3160900,MG,Sudeste,0,1,2,4,4,1,0,4,0
3160959,MG,Sudeste,0,1,2,4,2,6,5,7,0
3161007,MG,Sudeste,1,2,3,0,2,6,5,7,0
3161056,MG,Sudeste,0,1,2,4,4,1,0,5,7
3161106,MG,Sudeste,1,2,1,3,2,6,5,7,0
3161205,MG,Sudeste,0,1,2,4,4,1,0,5,7
3161304,MG,Sudeste,0,1,2,2,3,4,0,2,2
3161403,MG,Sudeste,0,1,2,4,4,1,0,5,7
3161502,MG,Sudeste,0,0,0,1,0,2,6,4,8
3161601,MG,Sudeste,0,1,2,4,4,1,0,5,0
3161650,MG,Sudeste,1,2,3,0,2,6,0,7,0
3161700,MG,Sudeste,0,1,2,2,3,4,1,2,2
3161809,MG,Sudeste,0,1,2,4,4,1,0,4,8
3161908,MG,Sudeste,0,0,0,1,0,2,6,6,1
3162005,MG,Sudeste,0,0,0,1,0,1,0,4,8
3162104,MG,Sudeste,0,0,0,1,0,3,0,4,8
3162203,MG,Sudeste,0,1,2,4,4,1,0,5,7
3162252,MG,Sudeste,0,1,2,4,4,1,0,5,0
3162302,MG,Sudeste,1,1,3,0,2,6,5,7,0
3162401,MG,Sudeste,1,2,3,0,2,6,5,7,3
3162450,MG,Sudeste,1,1,3,0,2,6,0,7,0
3162500,MG,Sudeste,0,0,0,1,0,3,4,1,8
3162559,MG,Sudeste,0,1,2,4,4,1,0,4,0
3162575,MG,Sudeste,1,2,3,0,2,6,5,7,0
3162609,MG,Sudeste,0,1,2,4,4,1,0,2,0
3162658,MG,Sudeste,1,1,3,0,2,6,5,7,0
3162708,MG,Sudeste,1,2,3,0,2,6,5,7,3
3162807,MG,Sudeste,1,2,3,0,2,6,5,7,0
3162906,MG,Sudeste,0,0,0,4,4,1,0,4,8
3162922,MG,Sudeste,0,0,0,1,0,3,4,4,8
3162948,MG,Sudeste,0,0,0,1,0,2,6,6,1
3162955,MG,Sudeste,0,0,0,1,0,3,6,4,8
3163003,MG,Sudeste,1,2,3,0,2,6,5,7,0
3163102,MG,Sudeste,0,1,2,2,3,4,1,3,6
3163201,MG,Sudeste,0,1,2,4,4,1,0,5,7
3163300,MG,Sudeste,0,1,3,0,2,6,5,7,0
3163409,MG,Sudeste,1,1,3,0,2,6,5,7,0
3163508,MG,Sudeste,1,2,3,0,2,6,5,7,0
3163607,MG,Sudeste,1,1,3,0,2,6,5,7,0
3163706,MG,Sudeste,0,0,0,1,0,3,4,4,8
3163805,MG,Sudeste,0,1,2,4,4,1,0,2,0
3163904,MG,Sudeste,0,1,2,2,3,4,1,2,2
3164001,MG,Sudeste,0,1,2,4,2,6,0,4,0
3164100,MG,Sudeste,0,1,2,4,4,1,0,4,0
3164209,MG,Sudeste,1,1,3,2,2,6,5,7,2
3164308,MG,Sudeste,0,1,2,2,3,4,1,3,6
3164407,MG,Sudeste,0,0,0,1,0,2,6,6,8
3164431,MG,Sudeste,0,1,3,0,2,6,5,7,0
3164472,MG,Sudeste,0,1,2,4,4,1,0,2,0
3164506,MG,Sudeste,0,1,2,4,2,6,0,7,0
3164605,MG,Sudeste,0,0,0,1,0,2,6,6,1
3164704,MG,Sudeste,0,0,0,1,0,3,4,1,4
3164803,MG,Sudeste,0,1,2,4,4,1,0,2,0
3164902,MG,Sudeste,0,1,3,0,2,6,5,7,0
3165008,MG,Sudeste,0,1,2,2,3,4,0,2,2
3165107,MG,Sudeste,0,1,2,4,4,1,0,5,7
3165206,MG,Sudeste,0,1,2,4,4,1,0,5,7
3165305,MG,Sudeste,0,1,2,4,4,1,0,5,7
3165404,MG,Sudeste,1,2,3,0,5,0,7,8,9
3165503,MG,Sudeste,0,1,3,0,2,6,5,7,0
3165537,MG,Sudeste,0,0,0,1,0,2,6,6,1
3165552,MG,Sudeste,1,2,1,3,1,5,2,0,5
3165560,MG,Sudeste,1,1,3,0,2,6,5,7,0
3165578,MG,Sudeste,0,1,2,4,4,1,0,5,7
3165602,MG,Sudeste,0,1,3,0,2,6,5,7,0
3165701,MG,Sudeste,0,1,2,4,4,1,0,4,0
3165800,MG,Sudeste,0,1,2,4,4,1,3,5,7
3165909,MG,Sudeste,1,2,3,2,2,4,1,3,6
3166006,MG,Sudeste,0,1,2,4,2,6,5,7,0
3166105,MG,Sudeste,1,1,3,0,2,6,5,7,0
3166204,MG,Sudeste,1,2,3,0,2,6,5,7,0
3166303,MG,Sudeste,1,2,3,0,2,6,5,7,3
3166402,MG,Sudeste,0,1,2,2,2,6,0,2,0
3166501,MG,Sudeste,0,1,2,4,4,1,0,5,0
3166600,MG,Sudeste,0,1,2,4,4,1,3,5,7
3166709,MG,Sudeste,1,2,3,0,2,6,5,7,0
3166808,MG,Sudeste,0,1,2,2,3,4,1,3,6
3166907,MG,Sudeste,0,1,2,4,4,1,0,5,7
3166956,MG,Sudeste,1,2,3,0,2,6,5,7,0
3167004,MG,Sudeste,0,1,2,0,2,6,5,2,0
3167103,MG,Sudeste,0,1,2,4,4,1,0,4,8
3167202,MG,Sudeste,0,0,0,1,0,3,4,1,4
3167301,MG,Sudeste,0,1,2,4,2,6,5,7,0
3167400,MG,Sudeste,0,1,2,4,4,1,0,5,7
3167509,MG,Sudeste,0,0,0,4,4,2,6,6,1
3167608,MG,Sudeste,1,2,3,0,2,6,5,7,3
3167707,MG,Sudeste,1,2,3,0,2,6,5,7,0
3167806,MG,Sudeste,1,2,3,0,2,6,5,7,0
3167905,MG,Sudeste,0,1,2,2,2,6,0,4,0
3168002,MG,Sudeste,0,0,0,4,4,3,0,4,8
3168051,MG,Sudeste,1,2,3,0,2,6,5,7,3
3168101,MG,Sudeste,0,0,0,1,0,2,6,6,1
3168200,MG,Sudeste,0,1,2,2,3,4,3,2,2
3168309,MG,Sudeste,0,1,2,4,4,1,0,4,0
3168408,MG,Sudeste,0,1,2,4,4,1,0,4,0
3168507,MG,Sudeste,0,1,2,4,4,1,0,4,8
3168606,MG,Sudeste,1,0,0,1,0,3,4,1,4
3168705,MG,Sudeste,0,0,0,1,0,3,6,6,4
3168804,MG,Sudeste,0,1,3,0,2,6,5,7,0
3168903,MG,Sudeste,0,1,2,2,3,4,1,3,6
3169000,MG,Sudeste,0,1,2,4,4,1,0,4,8
3169059,MG,Sudeste,0,1,3,2,2,6,5,2,2
3169109,MG,Sudeste,1,2,3,0,2,6,5,7,3
3169208,MG,Sudeste,0,1,2,4,4,1,0,4,0
3169307,MG,Sudeste,0,0,0,1,0,3,4,1,8
3169356,MG,Sudeste,0,0,0,1,0,2,6,6,1
3169406,MG,Sudeste,0,0,0,1,0,3,4,4,8
3169505,MG,Sudeste,1,2,3,0,2,6,5,7,0
3169604,MG,Sudeste,0,0,0,1,0,3,0,4,8
3169703,MG,Sudeste,0,1,2,2,3,4,0,4,8
3169802,MG,Sudeste,0,1,2,2,3,4,3,2,2
3169901,MG,Sudeste,0,0,0,1,0,3,4,1,4
3170008,MG,Sudeste,1,2,3,0,2,6,5,7,0
3170057,MG,Sudeste,0,1,2,4,2,6,0,7,0
3170107,MG,Sudeste,0,0,0,1,0,3,4,1,4
3170206,MG,Sudeste,0,0,0,1,0,3,4,1,4
3170305,MG,Sudeste,0,1,2,2,3,4,1,2,2
3170404,MG,Sudeste,0,0,0,1,0,3,4,4,8
3170438,MG,Sudeste,0,1,2,4,4,1,3,5,7
3170479,MG,Sudeste,0,1,2,4,4,1,3,5,7
3170503,MG,Sudeste,0,0,0,1,0,2,0,4,8
3170529,MG,Sudeste,1,2,3,0,5,0,7,8,9
3170578,MG,Sudeste,1,2,3,0,2,6,5,7,0
3170602,MG,Sudeste,1,1,3,0,2,6,5,7,2
3170651,MG,Sudeste,1,1,3,2,2,6,5,7,0
3170701,MG,Sudeste,0,0,0,1,0,3,4,1,4
3170750,MG,Sudeste,0,1,2,2,3,4,1,3,6
3170800,MG,Sudeste,0,0,0,1,0,3,4,4,8
3170909,MG,Sudeste,1,2,3,0,2,6,5,7,3
3171006,MG,Sudeste,0,0,0,1,0,2,6,6,8
3171030,MG,Sudeste,1,2,1,3,1,5,2,0,5
3171071,MG,Sudeste,0,1,2,2,3,4,3,2,2
3171105,MG,Sudeste,0,1,2,2,3,4,3,2,2
3171154,MG,Sudeste,0,1,2,4,4,1,0,5,7
3171204,MG,Sudeste,0,0,0,1,0,3,4,1,4
3171303,MG,Sudeste,0,0,0,1,0,3,4,4,8
3171402,MG,Sudeste,1,2,3,0,2,6,5,7,0
3171501,MG,Sudeste,0,1,2,4,4,1,0,5,7
3171600,MG,Sudeste,1,2,1,3,1,5,2,0,3
3171709,MG,Sudeste,1,2,1,3,1,5,1,3,6
3171808,MG,Sudeste,0,1,2,4,4,1,0,5,7
3171907,MG,Sudeste,0,1,2,4,4,1,0,5,0
3172004,MG,Sudeste,0,0,0,1,0,2,6,6,1
3172103,MG,Sudeste,1,2,1,3,2,6,5,7,0
3172202,MG,Sudeste,0,1,2,4,4,1,0,5,0
3200102,ES,Sudeste,1,2,1,3,2,6,5,4,8
3200136,ES,Sudeste,0,1,2,4,4,1,0,4,8
3200169,ES,Sudeste,1,2,1,3,2,6,5,4,0
3200201,ES,Sudeste,0,0,0,1,0,3,0,4,8
3200300,ES,Sudeste,1,0,1,3,1,3,1,4,6
3200359,ES,Sudeste,1,2,3,0,2,6,5,7,3
3200409,ES,Sudeste,0,0,0,1,0,3,6,6,1
3200508,ES,Sudeste,1,1,3,0,2,6,5,7,0
3200607,ES,Sudeste,0,0,0,1,0,3,4,1,4
3200706,ES,Sudeste,0,0,0,1,0,2,6,6,1
3200805,ES,Sudeste,0,0,0,1,0,2,6,6,1
3200904,ES,Sudeste,1,0,0,1,0,3,4,1,4
3201001,ES,Sudeste,0,1,2,2,3,4,0,2,0
3201100,ES,Sudeste,0,1,2,4,4,1,0,4,8
3201159,ES,Sudeste,0,1,2,2,3,4,1,3,6
3201209,ES,Sudeste,0,0,0,1,0,3,4,1,4
3201308,ES,Sudeste,1,0,0,1,0,3,4,1,4
3201407,ES,Sudeste,0,0,0,1,0,3,6,4,8
3201506,ES,Sudeste,0,0,0,1,0,3,4,1,4
3201605,ES,Sudeste,1,2,1,3,1,5,2,4,5
3201704,ES,Sudeste,0,1,2,4,4,1,0,4,8
3201803,ES,Sudeste,0,1,2,2,3,4,5,2,0
3201902,ES,Sudeste,0,0,0,1,0,3,4,4,8
3202009,ES,Sudeste,0,1,2,4,4,1,0,4,8
3202108,ES,Sudeste,1,2,1,0,2,6,0,4,8
3202207,ES,Sudeste,0,0,0,1,2,6,5,4,8
3202256,ES,Sudeste,1,2,1,3,1,5,1,4,6
3202306,ES,Sudeste,0,0,0,1,0,3,0,4,8
3202405,ES,Sudeste,1,0,0,1,0,3,4,1,4
3202454,ES,Sudeste,1,2,3,0,2,6,5,7,3
3202504,ES,Sudeste,0,0,0,1,0,3,0,4,8
3202553,ES,Sudeste,0,1,2,4,4,1,0,5,7
3202603,ES,Sudeste,0,1,2,4,4,1,0,4,8
3202652,ES,Sudeste,1,2,1,3,1,5,1,3,6
3202702,ES,Sudeste,0,2,1,3,1,5,1,3,6
3202801,ES,Sudeste,0,0,0,1,0,2,6,6,1
3202900,ES,Sudeste,0,0,1,1,0,3,1,4,8
3203007,ES,Sudeste,1,2,1,2,2,6,5,4,0
3203056,ES,Sudeste,1,0,1,3,1,3,4,4,8
3203106,ES,Sudeste,1,2,3,0,2,6,5,7,0
3203130,ES,Sudeste,0,0,0,1,0,3,0,4,8
3203163,ES,Sudeste,0,1,3,0,5,0,0,4,8
3203205,ES,Sudeste,0,0,0,1,0,3,4,1,4
3203304,ES,Sudeste,1,2,3,0,2,6,0,4,0
3203320,ES,Sudeste,0,0,0,1,0,2,6,6,1
3203346,ES,Sudeste,1,2,1,3,1,5,1,3,6
3203353,ES,Sudeste,1,2,1,3,1,5,2,0,5
3203403,ES,Sudeste,1,2,1,3,1,5,2,0,3
3203502,ES,Sudeste,0,1,2,4,4,3,0,4,8
3203601,ES,Sudeste,0,1,2,4,4,1,0,5,7
3203700,ES,Sudeste,0,1,2,2,3,4,1,2,2
3203809,ES,Sudeste,1,2,3,0,2,6,5,7,0
3203908,ES,Sudeste,1,0,1,3,1,5,2,0,5
3204005,ES,Sudeste,1,2,3,0,2,6,5,7,3
3204054,ES,Sudeste,0,1,3,0,2,6,0,4,0
3204104,ES,Sudeste,1,0,1,1,0,3,1,4,6
3204203,ES,Sudeste,0,0,0,1,0,2,6,6,1
3204252,ES,Sudeste,0,1,2,4,4,1,0,5,0
3204302,ES,Sudeste,0,0,0,1,0,2,6,6,1
3204351,ES,Sudeste,1,2,1,3,1,5,2,3,6
3204401,ES,Sudeste,1,2,1,3,1,5,2,0,5
3204500,ES,Sudeste,1,2,1,3,1,5,1,3,6
3204559,ES,Sudeste,0,0,1,2,3,4,1,3,6
3204609,ES,Sudeste,0,1,2,2,2,6,0,4,8
3204658,ES,Sudeste,1,0,3,0,2,2,5,6,1
3204708,ES,Sudeste,1,0,1,3,1,3,4,4,8
3204807,ES,Sudeste,1,2,3,0,2,6,5,7,0
3204906,ES,Sudeste,1,0,1,3,1,3,4,1,4
3204955,ES,Sudeste,0,1,2,2,3,4,0,2,2
3205002,ES,Sudeste,0,0,0,1,0,3,4,1,4
3205010,ES,Sudeste,0,0,0,1,2,6,5,4,8
3205036,ES,Sudeste,1,0,1,3,1,3,4,4,8
3205069,ES,Sudeste,0,0,0,1,0,3,0,4,8
3205101,ES,Sudeste,0,0,0,1,0,3,4,1,4
3205150,ES,Sudeste,1,2,1,3,1,5,2,0,3
3205176,ES,Sudeste,1,2,1,3,1,5,1,3,6
3205200,ES,Sudeste,0,0,0,1,0,3,4,1,4
3205309,ES,Sudeste,0,0,0,1,0,3,4,1,4
3300100,RJ,Sudeste,0,0,0,1,0,3,4,1,4
3300159,RJ,Sudeste,0,1,2,4,4,1,0,4,0
3300209,RJ,Sudeste,0,0,0,1,0,3,4,1,4
3300225,RJ,Sudeste,0,0,0,1,0,3,0,4,8
3300233,RJ,Sudeste,0,0,0,1,0,3,6,6,1
3300258,RJ,Sudeste,0,0,0,1,0,2,6,6,1
3300308,RJ,Sudeste,0,0,0,1,0,3,4,1,4
3300407,RJ,Sudeste,0,0,0,1,0,3,4,1,4
3300456,RJ,Sudeste,1,0,1,3,1,3,4,1,4
3300506,RJ,Sudeste,1,2,1,3,1,5,5,7,3
3300605,RJ,Sudeste,1,2,1,3,1,5,2,0,3
3300704,RJ,Sudeste,0,0,0,1,0,3,4,1,4
3300803,RJ,Sudeste,1,0,1,3,1,5,2,0,5
3300902,RJ,Sudeste,0,1,2,4,4,1,0,4,8
3300936,RJ,Sudeste,1,2,3,0,2,6,5,7,3
3300951,RJ,Sudeste,0,0,0,1,0,2,6,6,1
3301009,RJ,Sudeste,0,0,0,1,0,3,4,1,4
3301108,RJ,Sudeste,0,0,0,1,0,2,6,6,8
3301157,RJ,Sudeste,1,2,3,0,2,6,5,7,3
3301207,RJ,Sudeste,0,0,0,1,0,3,6,4,8
3301306,RJ,Sudeste,0,0,0,1,0,3,4,1,4
3301405,RJ,Sudeste,1,2,3,0,2,6,5,7,0
3301504,RJ,Sudeste,0,0,0,1,0,3,0,4,0
3301603,RJ,Sudeste,1,2,3,0,2,6,5,7,3
3301702,RJ,Sudeste,0,0,0,1,0,3,4,1,4
3301801,RJ,Sudeste,1,2,3,0,2,6,5,7,0
3301850,RJ,Sudeste,1,0,0,1,0,3,4,4,4
3301876,RJ,Sudeste,1,2,1,3,2,6,5,7,0
3301900,RJ,Sudeste,1,0,0,1,0,3,4,1,4
3302007,RJ,Sudeste,0,0,0,1,0,3,4,1,4
3302056,RJ,Sudeste,1,2,1,3,1,5,2,4,8
3302106,RJ,Sudeste,1,2,3,0,2,6,5,7,3
3302205,RJ,Sudeste,1,0,1,3,1,3,4,1,4
3302254,RJ,Sudeste,0,0,0,1,0,2,6,6,1
3302270,RJ,Sudeste,1,2,1,3,1,5,2,0,5
3302304,RJ,Sudeste,0,1,2,4,4,1,0,4,8
3302403,RJ,Sudeste,0,0,0,1,0,3,4,1,4
3302452,RJ,Sudeste,0,1,2,4,4,1,0,4,8
3302502,RJ,Sudeste,1,2,1,3,1,3,4,1,4
3302601,RJ,Sudeste,0,0,0,1,0,3,4,1,4
3302700,RJ,Sudeste,0,0,0,1,0,2,6,6,1
3302809,RJ,Sudeste,1,2,3,0,5,0,7,8,9
3302858,RJ,Sudeste,1,0,1,3,1,3,4,1,4
3302908,RJ,Sudeste,1,0,1,3,1,3,4,4,8
3303005,RJ,Sudeste,1,2,1,3,1,5,2,4,5
3303104,RJ,Sudeste,0,1,3,0,2,6,5,7,0
3303203,RJ,Sudeste,0,0,0,1,0,3,4,1,4
3303302,RJ,Sudeste,0,0,0,1,0,3,4,1,4
3303401,RJ,Sudeste,1,0,1,3,1,3,4,1,4
3303500,RJ,Sudeste,1,0,1,3,1,3,4,1,4
3303609,RJ,Sudeste,0,0,0,1,0,3,4,4,8
3303708,RJ,Sudeste,0,0,0,1,0,3,4,4,4
3303807,RJ,Sudeste,1,0,1,3,1,5,2,0,5
